poem_line,cluster_label,tsne_dim1,tsne_dim2
长兄从军未娶嫂,7,-9.933793,6.1039314
头巾掩面畏人识,10,-8.520202,17.305868
姊妹相携心正苦,11,-28.785423,-7.5648413
共惜余芳泪满衣,11,-60.051807,-1.4168099
旅馆谁相问,9,-35.353447,-30.892925
寒灯独可亲,9,-34.291954,-30.279242
寥落悲前事,6,-36.579224,-21.856436
愁颜与衰鬓,5,-19.874702,0.54504406
松下茅亭五月凉,14,39.45115,-15.147884
行人无限秋风思,17,-5.4596033,-22.403238
始知下客不可轻,18,12.408514,24.994402
能使主人功业成,4,47.264153,23.04392
借问高车与珠履,4,21.731525,30.09158
何如卑贱一书生,18,26.438457,24.833487
何似诸仙琼蕊浆,14,35.5338,-11.6540985
情思爽朗满天地,2,44.352413,9.714226
忽如飞雨洒轻尘,14,33.685463,-15.021314
何须苦心破烦恼,8,43.64602,-8.698747
此物清高世莫知,18,-29.119423,-26.832209
世人饮酒多自欺,18,6.3243303,28.298855
愁看毕卓瓮间夜,5,-34.482265,-0.77438635
笑向陶潜篱下时,8,48.90724,-14.743509
狂歌一曲惊人耳,2,48.039673,4.130693
桃源梦已稀,6,-26.94915,-22.929588
应愧背船飞,7,1.8002819,9.922937
丘垄已前悲,6,-41.689865,13.954283
今日又非昔,6,-15.558217,-18.018475
春风能几时,6,-25.292679,-34.696712
愁心一倍长离忧,5,-32.371056,-1.8434645
夜思千重恋旧游,17,1.802401,-31.260769
别恨转深何处写,3,-26.858894,-8.258597
欲得周郎顾,0,12.272607,-38.278397
时时误拂弦,7,-2.139175,2.0922186
烦疴近消散,14,44.444027,-10.402212
自惭居处崇,7,-8.898418,20.911701
神欢体自轻,2,46.59928,-9.905395
意欲凌风翔,15,39.67415,5.6828833
今朝郡斋冷,9,-40.279404,-29.942404
忽念山中客,16,2.4218297,-28.73912
欲持一瓢酒,2,45.921856,-2.1735575
远慰风雨夕,16,22.494396,-8.657252
喜随众草长,14,27.7526,-16.692225
得与幽人言,8,21.406614,-26.554462
问客何为来,19,3.8509593,-0.86402506
昨别今已春,6,-15.547049,-17.424662
鬓丝生几缕,6,-17.251719,-0.23562273
相送情无限,3,-2.4727604,-33.250957
沾襟比散丝,11,-60.570763,-3.2803028
相逢每醉还,2,51.700153,-3.7018566
欢笑情如旧,2,53.40365,-7.490706
萧疏鬓已斑,6,-17.982492,-0.9426773
何因不归去,19,1.0146499,-18.620659
空斋归思多,17,-7.8562617,-27.59198
方用忧人瘼,13,-33.818127,34.20702
况自抱微痾,13,-28.32984,14.938165
颜鬓已蹉跎,6,-19.108952,-31.74274
窗里人将老,6,-34.63724,-16.343859
那能忘归游,16,14.256412,-9.776468
为报洛桥游宦侣,16,11.451625,-22.428139
扁舟不系与心同,8,42.831627,-15.947322
世事茫茫难自料,19,-4.1758275,-1.6132917
春愁黯黯独成眠,5,-37.154366,-7.387659
身多疾病思田里,17,-8.417783,-26.488813
邑有流亡愧俸钱,7,-11.465922,20.856268
怀君属秋夜,17,1.3904606,-33.15172
幽人应未眠,8,37.73424,-28.391642
故园眇何处,17,-8.349707,-22.756979
归思方悠哉,17,-7.0801196,-26.946669
坐厌淮南守,7,-16.517298,42.196484
流岁暗蹉跎,6,-19.38365,-32.033848
独怜幽草涧边生,9,38.75148,-29.353048
雨中禁火空斋冷,9,-40.076977,-29.88351
江上流莺独坐听,9,36.452877,-29.252558
把酒看花想诸弟,17,-0.5711533,-27.526299
归仍万里赊,17,-10.571936,-22.76916
寒梦不离家,17,-7.5843687,-24.881725
辛苦向天涯,13,-31.869862,22.840975
秋来边将心,1,-2.7895768,27.60004
知是将军夜猎还,14,37.01824,28.256912
又得书窗一夜明,14,26.554642,-22.07716
柳条藤蔓系离情,3,-24.219112,-12.172937
欲别频啼四五声,11,-62.489704,-3.9552307
怅望南徐登北固,16,-32.52242,-13.367995
迢遥西塞恨东关,3,-40.269592,-1.9114118
落日临川问音信,19,2.6744323,-18.45637
寒潮唯带夕阳还,9,-40.389004,-26.740992
秋夜沉沉此送君,3,-26.642483,-16.339203
阴虫切切不堪闻,10,-38.156124,15.30375
烟霞羡独行,8,43.11131,-19.056568
相思一磬声,0,5.139913,-32.94522
赖逢邻女曾相识,12,20.695812,-25.435823
并著莲舟不畏风,15,38.02702,25.27897
今日征行何岁归,17,-6.7055035,-11.911695
心知旧国西州远,17,-8.351503,-21.750736
西向胡天望乡久,17,-5.591735,-24.757227
风沙满眼堪断魂,11,-48.24969,8.598224
古来愁杀汉昭君,11,-38.94755,2.1941419
十年离乱后,11,-52.222275,17.094322
长大一相逢,12,21.347239,-24.489634
问姓惊初见,10,7.715728,-0.061588205
称名忆旧容,0,0.94361204,-30.990295
别来沧海事,16,-15.668978,-18.639372
语罢暮天钟,16,33.571445,-27.44612
明日巴陵道,16,13.444968,-13.678498
秋山又几重,9,-46.278557,-26.218437
事去千年犹恨速,6,-22.721325,-29.256159
愁来一日即为长,5,-32.541443,-1.2411973
风烟并是思归望,17,-5.5474706,-26.231266
远目非春亦自伤,5,-40.232754,-9.001003
嫁得瞿塘贾,13,-12.388991,6.2661443
朝朝误妾期,3,-23.402418,-0.9353989
早知潮有信,19,-18.81418,-27.316414
嫁与弄潮儿,16,18.579943,-39.653206
蕃州部落能结束,15,36.4526,29.681923
不知何处吹芦管,17,-10.531172,-29.644476
一夜征人尽望乡,17,-4.0496593,-22.531193
惆怅秦城送独归,5,-33.541714,-11.07828
伏波惟愿裹尸还,15,38.490116,38.04842
定远何须生入关,15,38.682293,35.472805
莫遣只轮归海窟,1,2.7930505,41.658092
仍留一箭定天山,15,41.409412,30.209894
万里关山今不闭,16,44.525703,12.97976
汉家频许郅支和,18,12.457707,36.200752
万夫失容千马战,15,43.572674,31.806538
传呼贺拜声相连,2,55.09606,7.7798543
杀气腾凌阴满川,1,2.367179,40.015045
始知缚虎如缚鼠,18,11.599923,12.681136
败寇降羌在眼前,1,12.730688,38.22591
祝尔嘉词尔无苦,14,29.196728,-3.0838885
愿纪雄名传百蛮,15,38.18573,36.101444
两行灯下泪,11,-59.115307,-1.9512537
殷勤报贾傅,12,17.944382,8.301139
家在梦中何日到,17,-7.841599,-24.242887
春来江上几人还,17,-13.86206,-17.267784
谁念为儒逢世难,7,-16.966202,31.536062
独将衰鬓客秦关,17,-14.4638195,-7.4759455
三湘衰鬓逢秋色,6,-19.29968,-1.8504326
万里归心对月明,17,-4.9596634,-27.890345
旧业已随征战尽,6,-50.588634,17.037962
更堪江上鼓鼙声,1,-50.472466,22.272287
千营共一呼,15,43.790752,32.27128
欲将轻骑逐,15,40.036682,33.396538
行多有病住无粮,13,-30.368187,25.221722
万里还乡未到乡,17,-9.890269,-22.744225
蓬鬓哀吟古城下,11,-42.926777,-5.7208495
不堪秋气入金疮,11,-45.095222,-9.426923
风吹昨夜泪,11,-58.57806,-2.3275297
一片枕前冰,14,15.06494,-3.7281227
萧娘脸薄难胜泪,11,-59.073334,-3.7138596
桃叶眉长易觉愁,5,-31.377705,-4.022867
二分无赖是扬州,0,17.241194,-9.703311
人面不知何处去,3,-31.075605,-17.835693
桃花依旧笑春风,14,29.85858,-17.11334
不嫌惊破寒窗梦,14,22.923279,-2.3635862
却恐为奴半夜啼,10,-7.1102543,11.023345
岁岁金河复玉关,17,-8.60248,-11.295168
朝朝马策与刀环,1,12.059419,42.504517
一夜潺湲送客愁,5,-36.13478,-4.8186903
曲引边声怨思长,5,-41.32714,-1.163541
贞女贵殉夫,18,-43.005577,21.941017
舍生亦如此,15,39.221603,40.38876
波澜誓不起,15,32.849503,40.02322
妾心井中水,0,6.327007,-37.09532
到此悔读书,7,-14.756935,18.750824
朝朝近浮名,18,17.270203,28.994621
苦痛不可逃,13,-32.29183,20.248688
寒者愿为蛾,12,20.417616,-0.26078147
烧死彼华膏,1,0.91839594,36.036373
游遨者是谁,19,4.517791,-1.1615508
君子为郁陶,7,-29.06908,5.710649
杜鹃声不哀,14,22.491482,-1.0171921
断猿啼不切,11,-47.07236,-3.2921987
一声肠一绝,11,-54.191196,-8.89894
客闻发自白,16,7.2227974,-6.666324
欲令游子归,17,-4.83981,-29.089703
临行密密缝,12,-8.370301,-32.46864
意恐迟迟归,17,-8.999582,9.98811
谁言寸草心,12,4.816606,51.050735
报得三春晖,12,4.813082,51.05095
目极魂断望不见,3,-54.42433,-11.242496
猿啼三声泪滴衣,11,-54.375122,-6.312857
试妾与君泪,0,-62.20812,-8.996838
两处滴池水,16,15.917683,0.2905969
看取芙蓉花,14,31.841232,-16.97892
今年为谁死,1,-43.539867,19.844389
欲别牵郎衣,0,-22.238024,-9.032569
不恨归来迟,14,23.544712,-2.598167
莫向临邛去,16,6.105079,10.722543
昔日龌龊不足夸,7,-13.666437,32.7106
今朝放荡思无涯,2,46.46154,0.4269077
春风得意马蹄疾,2,51.211285,11.237607
一日看尽长安花,2,51.3429,11.431332
铅华不可弃,18,22.224056,13.861851
莫是藳砧归,16,4.887818,-23.542025
为看九天公主贵,4,22.755116,30.728817
深宫更有何人到,9,-36.26397,-28.89295
只晓金阶吠晚萤,18,9.277611,14.126543
长安恶少出名字,18,26.049524,28.465776
楼下劫商楼上醉,2,42.222553,1.0466619
百回杀人身合死,1,0.37003002,37.242027
男声欣欣女颜悦,14,54.82795,-6.937463
人家不怨言语别,18,22.569784,-3.4835916
田家衣食无厚薄,8,31.134453,13.588669
不见县门身即乐,8,47.342197,-10.119172
百年欢乐能几何,6,-24.029314,-35.908188
在家见少行见多,16,8.673334,-8.611986
不缘衣食相驱遣,13,-27.712917,25.602917
此身谁愿长奔波,13,15.525542,31.039366
岂向天涯走碌碌,7,15.589348,31.021626
家人见月望我归,17,-4.9252176,-29.160313
正是道上思家时,17,-3.4086134,-25.45415
人意叮咛镜神圣,12,16.96738,4.805587
出门愿不闻悲哀,14,28.239721,-2.6416
郎在任郎回不回,19,5.187606,-23.868494
卷帷上床喜不定,14,53.13052,7.561907
不回头,16,6.1055584,-8.361373
行人归来石应语,19,11.96748,-7.282906
桃花百叶不成春,6,-42.53233,-12.840687
鹤寿千年也未神,18,13.971081,17.465199
王侯家为牡丹贫,18,9.141395,25.06335
相逢总是学狂人,2,47.974724,2.128049
三日入厨下,14,19.360298,2.2474918
洗手作羹汤,12,19.377707,2.229817
未谙姑食性,10,11.717377,6.7862167
先遣小姑尝,14,11.964247,6.768662
闲着中庭栀子花,8,39.938545,-20.713623
太平万岁字当中,4,52.064243,19.573298
斜风细雨不须归,14,39.602413,-18.65832
至夜转清迥,9,35.432476,-27.07371
萧萧北风厉,1,-42.22678,-29.434101
泠然夜遂深,9,37.011562,-26.439434
白露沾人袂,9,-42.02959,-25.44554
山光悦鸟性,14,45.979958,-15.486543
潭影空人心,8,42.899994,-24.130072
万籁此俱寂,9,33.704346,-29.263489
今与山鬼邻,19,1.7653689,12.332718
残兵哭辽水,11,-48.732807,14.750794
老农家贫在山住,13,-31.742722,26.477001
苗疏税多不得食,13,-33.607834,30.196127
呼儿登山收橡实,14,42.63644,-11.042636
采莲女儿并船歌,14,32.923172,-18.263922
争前竞折漾微波,14,50.114223,26.720488
归时共待暮潮上,16,19.71478,-17.550236
自弄芙蓉还荡桨,14,34.029995,-16.863865
感君缠绵意,0,18.812117,-32.692757
还君明珠双泪垂,11,-63.40559,-1.2617317
恨不相逢未嫁时,3,-24.424566,-1.895243
欲作家书意万重,17,-2.2785559,-20.460213
复恐匆匆说不尽,0,-1.755905,-19.637394
应驮白练到安西,16,25.93749,4.741585
无人解道取凉州,7,-14.172373,21.58561
不知群儿愚,18,8.6447735,28.838541
那用故谤伤,18,1.123997,29.682625
蚍蜉撼大树,4,11.113433,32.135223
可笑不自量,18,9.677698,31.256516
我愿生两翅,16,30.097193,-6.880098
捕逐出八荒,15,42.917595,31.42563
顾语地上友,12,19.415884,-24.343195
经营无太忙,8,15.427155,11.939109
乞君飞霞佩,16,28.45265,-7.7201643
与我高颉颃,18,24.696571,16.225155
嗟余有两耳,7,-13.512215,-42.02057
未省听丝篁,19,-1.4249085,1.452549
自闻颖师弹,14,36.88162,-8.392922
起坐在一旁,18,4.0727024,6.267646
推手遽止之,10,-0.07824572,11.474775
湿衣泪滂滂,11,-58.952312,1.2279621
颖乎尔诚能,4,31.036749,16.210938
无以冰炭置我肠,18,20.471882,19.79708
嗟哉董生,7,-14.269973,-43.207695
朝出耕,13,-25.236416,35.935753
夜归读古人书,8,31.06202,-29.205893
嗟哉董生孝且慈,12,-13.596322,-43.96212
人不识,19,-30.508566,-25.965855
惟有天翁知,19,5.85876,1.753815
嗟哉董生,7,-14.266527,-43.21243
谁将与俦,19,-15.074853,-25.958801
亦独何心嗟哉董生无与俦,18,7.576477,16.951048
人生如此自可乐,2,48.059456,-9.1802225
岂必局束为人,2,37.109055,10.502617
嗟哉吾党二三子,7,-14.668997,-43.624233
安得至老不更归,16,9.404599,-17.401768
将军仰笑军吏贺,4,49.706673,21.578306
此诚习战非为剧,15,36.204952,28.969646
岂若安坐行良图,8,14.368147,11.966327
当今忠臣不可得,7,-11.194979,30.099756
公马莫走须杀贼,15,35.63308,33.960896
不能听终泪如雨,11,-59.58705,0.46711034
君歌声酸辞且苦,11,-47.49918,-0.35618475
我歌今与君殊科,18,7.5940065,18.557203
有酒不饮奈明何,2,43.277164,-0.2190113
潜心默祷若有应,12,17.673407,4.5755205
岂非正直能感通,12,22.338684,11.244825
森然魄动下马拜,10,-3.7732556,10.393197
欲以菲薄明其衷,12,20.669107,7.639615
窜逐蛮荒幸不死,18,18.769613,13.613369
日暮归来独惆怅,5,-34.433567,-10.551979
有卖直欲倾家资,18,19.819578,31.691303
倒身甘寝百疾愈,8,45.55398,-10.563744
却愿天日恒炎曦,14,30.907597,-4.494103
明珠青玉不足报,12,19.570278,10.40593
淮南悲木落,5,-43.859055,-7.172872
而我亦伤秋,5,-40.554955,-8.986601
况与故人别,3,-25.245426,-15.2291
那堪羁宦愁,5,-11.681879,-11.604706
荣华今异路,6,14.335067,20.178583
风雨昔同忧,12,21.852894,-6.983511
对此涕泪双滂沱,11,-60.36488,2.0178113
圣恩若许留太学,4,38.27246,16.933695
诸生讲解得切磋,14,15.015341,10.030779
呜呼吾意其蹉跎,7,-19.495169,-32.620316
愿借辨口如悬河,4,35.601,23.144157
嗟予好古生苦晚,7,-13.113014,-41.20253
豪家少年岂知道,18,10.28589,24.92776
来绕百匝脚不停,14,48.00429,10.695263
仙梯难攀俗缘重,7,-8.780144,-5.313117
浪凭青鸟通丁宁,0,10.733168,-23.313288
远胜登仙去,2,41.565506,5.563687
飞鸾不假骖,4,33.592358,12.869348
夕贬潮州路八千,11,-12.182355,-7.861233
肯将衰朽惜残年,7,-20.326649,10.280155
云横秦岭家何在,17,-5.215282,-17.426878
好收吾骨瘴江边,1,-41.83286,18.030142
最是一年春好处,14,28.910913,-18.257673
刺史莫辞迎候远,12,16.692802,6.7914824
相公新破蔡州回,4,49.34689,20.045841
杨花榆荚无才思,18,9.531132,22.448563
惟解漫天作雪飞,14,33.94907,-15.40291
公主当年欲占春,0,15.902676,-38.437717
便有无穷求福人,14,29.987965,-3.9542484
谁言千里自今夕,16,28.628563,1.7907474
离梦杳如关塞长,3,-28.828903,-16.157362
提笼忘采叶,0,-2.3234594,2.1799521
昨夜梦渔阳,16,8.282901,-11.906288
愁听寒螿泪湿衣,5,-37.210278,-5.3529925
欲寄征人问消息,17,-1.5496311,-19.550177
征衣未寄莫飞霜,3,-2.357484,-18.56037
更欲随潮向富春,16,29.381327,-9.019985
早晚重过渔浦宿,16,9.232254,-11.589046
遥怜佳句箧中新,16,8.826688,-22.347492
甘爽,14,38.213814,-12.537708
乃人间灵液,14,35.85378,-11.807251
含漱开神虑,8,35.684658,-4.4420595
茶得此水,14,37.200016,-12.114312
皆尽芳味,14,22.879745,-11.083418
农夫犹饿死,13,-34.742073,30.386229
谁知盘中餐,13,-36.75554,29.011156
粒粒皆辛苦,13,-36.652634,29.032688
低头独长叹,5,-37.42455,-10.543908
此叹无人谕,7,-30.560465,-25.212173
贾谊哭时事,11,-59.897373,11.131895
阮籍哭路歧,11,-55.71463,5.0766525
唐生今亦哭,11,-55.478535,6.519739
异代同其悲,7,-40.75738,7.092577
所悲忠与义,1,-43.207844,21.236872
悲甚则哭之,11,-49.118904,5.124997
每见如此事,7,0.10564355,24.244015
声发涕辄随,11,-59.899265,1.2783709
怜君头半白,3,-12.41164,-2.8904386
其志竟不衰,15,30.874626,41.932304
我亦君之徒,7,9.439824,11.949265
郁郁何所为,7,-28.943518,5.999672
不能发声哭,11,-52.916546,4.3659863
转作乐府诗,14,34.399803,2.4146504
非求宫律高,8,31.981937,10.1385765
不务文字奇,8,32.47866,10.448919
惟歌生民病,13,-34.150135,33.302113
愿得天子知,15,32.70884,35.690643
甘受时人嗤,18,14.567348,27.219173
不惧权豪怒,15,39.58448,26.709024
亦任亲朋讥,18,22.722013,20.148987
呼作狂男儿,15,35.48295,26.027498
但自高声歌,2,45.682865,4.519447
庶几天听卑,18,-3.3220997,22.231722
歌哭虽异名,18,17.90485,26.49292
所感则同归,12,22.895086,-5.964521
与君为哭词,11,-55.026474,6.040249
愍怨旷也,3,-48.626534,-5.866825
上阳人,16,-11.411089,4.8381658
苦最多,13,-32.289635,20.387913
少亦苦,13,-31.81769,20.080023
老亦苦,13,-31.588278,19.927553
少苦老苦两如何,6,-23.69781,13.193483
君不见昔时吕向美人赋,16,4.25565,15.920388
又不见今日上阳宫人白发歌,6,-38.864067,-15.463394
痛不眠,13,-31.34471,16.296524
终不悔,15,31.782343,42.61834
且喜老身今独在,14,52.30942,-10.451571
村南村北哭声哀,11,-50.26696,11.244065
儿别爷娘夫别妻,3,-24.358015,-9.508947
万人冢上哭呦呦,11,-49.68009,12.805684
边功未立生人怨,7,-9.670435,32.48671
请问新丰折臂翁,19,3.854527,2.4976668
忧蚕桑之费也,13,-30.57005,30.5061
宣州太守知不知,19,4.096159,1.0235152
一丈毯,14,16.587664,1.3486385
千两丝,16,16.233847,1.0590788
地不知寒人要暖,12,20.378841,-0.27678958
少夺人衣作地衣,18,9.190353,25.52866
为君一日恩,12,18.228313,9.904555
误妾百年身,3,-23.95329,-0.27853546
慎勿将身轻许人,10,-5.7075696,15.8455715
瓶沉簪折可奈何,7,-23.127588,6.360107
似妾今朝与君别,3,-24.002611,-10.165534
今日悲羞归不得,11,-46.40518,4.424625
寄言痴小人家女,18,12.139355,8.87463
汉皇重色思倾国,0,38.53098,1.0724589
从此君王不早朝,18,4.142378,20.681414
可怜光彩生门户,7,-49.05876,-16.484802
不重生男重生女,12,21.736204,1.2911835
尽日君王看不足,4,38.3046,0.5492021
回看血泪相和流,11,-51.4082,13.332956
圣主朝朝暮暮情,0,8.496756,-37.545414
夜雨闻铃肠断声,11,-55.355927,-7.8671584
对此如何不泪垂,11,-59.931488,0.572227
悠悠生死别经年,3,-32.79576,-19.030485
魂魄不曾来入梦,11,-41.408276,10.150892
为报君王辗转思,0,8.367494,-37.37537
玉容寂寞泪阑干,11,-56.77721,-2.3409479
一别音容两渺茫,3,-28.862312,-16.163073
昭阳殿里恩爱绝,3,-55.749367,-14.933958
唯将旧物表深情,12,3.4708374,-37.89261
但令心似金钿坚,12,16.463503,-29.224031
天长地久有时尽,6,-25.054173,-27.194046
此恨绵绵无绝期,3,-26.723326,-7.2790017
唯见真娘墓头草,6,-44.34644,-20.130075
真娘死时犹少年,6,-20.713724,7.6548576
肤荑手不牢固,18,15.909753,-1.2346824
世间尤物难留连,6,-22.368301,-24.439316
难留连,3,-21.529669,-24.416452
易销歇,6,-25.783676,-34.267742
塞北花,16,16.55537,-2.3736565
江南雪,14,31.697247,-22.249537
来如春梦几多时,6,-25.822668,-36.257225
去似朝云无觅处,3,-26.204514,-21.805151
醉不成欢惨将别,11,-49.562996,1.2609175
别时茫茫江浸月,3,-28.443151,-17.422491
似诉平生不得意,7,-18.739925,27.006268
说尽心中无限事,2,50.13179,6.6631813
别有幽愁暗恨生,5,-41.772717,0.8134729
梦啼妆泪红阑干,11,-57.267803,-4.918323
我闻琵琶已叹息,5,-26.731403,2.3116567
又闻此语重唧唧,11,-50.641895,-2.5928655
同是天涯沦落人,3,-27.970524,-30.738895
春江花朝秋月夜,14,29.269632,-22.93529
杜鹃啼血猿哀鸣,11,-48.088158,-3.8044822
呕哑嘲哳难为听,13,-46.43881,-0.10487021
凄凄不似向前声,11,-48.69547,-0.9822019
满座重闻皆掩泣,11,-58.857517,5.72007
江州司马青衫湿,11,-56.527973,-0.579601
又送王孙去,3,-24.031734,-14.865737
萋萋满别情,3,-24.776514,-12.184248
故人千万里,17,-1.4499675,-30.309555
两地新秋思,17,-4.8313084,-26.46198
应同此日情,12,22.649057,-6.0905128
将何迎睡兴,19,13.462449,-5.927701
临卧举残杯,16,19.886263,-9.855068
谁家教鹦鹉,14,12.416225,6.6538157
故故语相惊,10,-1.0457877,12.356555
最爱湖东行不足,14,39.76675,-8.977302
陶陶任性一生间,2,47.866238,-6.9202805
自抛官后春多梦,8,41.126812,-19.074465
不读书来老更闲,8,30.556862,-32.31426
谁道吾今无往还,16,28.07494,0.95845395
能饮一杯无,14,15.43493,-17.558044
长恨春归无觅处,3,-27.44932,-5.996098
不知转入此中来,19,6.9025984,-2.314178
可怜九月初三夜,0,28.967323,-25.999298
邯郸驿里逢冬至,17,-9.644725,-24.3965
抱膝灯前影伴身,9,-34.115574,-29.694645
想得家中夜深坐,17,-4.9585385,-31.427828
还应说着远游人,16,2.2069108,-12.695131
黄金何日赎蛾眉,7,-17.346918,20.927649
君王若问妾颜色,0,12.501155,-39.680378
莫道不如宫里时,18,16.108519,18.854673
泪湿罗巾梦不成,11,-57.590714,-5.3542347
红颜未老恩先断,11,-55.70152,-14.981146
斜倚熏笼坐到明,9,31.192062,-34.18947
自弹自感暗低容,0,0.4744545,-40.858223
别有深情一万重,0,3.778591,-38.530525
花寒懒发鸟慵啼,9,-43.715782,-13.840042
逢郎欲语低头笑,0,11.469601,-41.05689
竹枝苦怨怨何人,5,-43.11774,-0.34251225
愁杀江楼病使君,5,-34.971188,-0.1562673
怪来调苦缘词苦,7,-20.398335,21.043264
多是通州司马诗,7,-31.33269,8.165118
但闻怨响音,5,-43.6829,0.4606999
时时一大笑,2,58.96117,-8.403844
此必相嘲嗤,18,7.992942,30.717596
计吏笑致辞,14,58.155334,-9.86038
我作官人去,16,24.553587,3.2462666
嘈然歘起初骇听,10,5.516327,37.443882
喧腾鼓舞喜昏黑,2,54.47006,7.6294107
我孤尔众能我伤,7,-13.991601,15.799795
羞尔微形饲丹鸟,18,-7.4225864,19.82967
可怜光景何时尽,6,-48.627567,-14.77509
谁能低回避鹰隼,10,-2.113895,17.991343
天生羽族尔何微,18,6.0696406,25.619043
索寞无言蒿下飞,9,-36.592224,-25.719378
昏镜非美金,18,1.6407167,23.530308
漠然丧其晶,18,-47.39652,-30.132544
陋容多自欺,18,-6.4525113,20.322424
谓若他镜明,18,18.054964,0.7885922
一日四五照,14,15.606386,1.2645133
自言美倾城,4,37.658405,2.9943519
秦宫岂不重,18,5.089717,17.721231
非适乃为轻,18,33.405773,10.112048
人世几回伤往事,6,-36.81342,-14.833702
故垒萧萧芦荻秋,9,-43.588734,-25.412554
昔看黄菊与君别,16,-20.89835,-15.057065
今听玄蝉我却回,16,7.0193043,-11.937509
为君扶病上高台,12,-19.78411,10.355191
巴山楚水凄凉地,9,-42.345318,-23.65868
二十三年弃置身,7,-19.952042,29.103598
暂凭杯酒长精神,2,51.75746,4.421928
偏能识主为情通,12,19.1555,-29.624554
亸翅愁时愿见风,5,-33.728947,-7.043296
事须安置入深笼,10,11.635516,12.590408
朱雀桥边野草花,6,-41.73239,-21.18528
乌衣巷口夕阳斜,9,-41.509716,-21.220562
旧时王谢堂前燕,6,-39.381397,-18.274069
飞入寻常百姓家,14,29.790895,-1.9089754
桃花净尽菜花开,14,30.064428,-16.935745
种桃道士归何处,19,-26.838604,-23.346766
前度刘郎今又来,14,20.650936,-22.388863
重闻天乐不胜情,0,37.358387,-8.640427
更与殷勤唱渭城,12,-1.8588465,-14.3386
唱尽新词欢不见,5,-20.640701,-25.18407
北人莫上动乡情,17,-6.0958767,-25.184132
道是无晴却有晴,0,12.88495,-33.87942
花红易衰似郎意,0,-45.953655,-13.844105
水流无限似侬愁,5,-30.182985,-3.428449
数株残柳不胜春,6,-42.507595,-12.697813
恨无消息到今朝,3,-24.088882,-4.5332465
如今直上银河去,2,40.543625,5.7658343
同到牵牛织女家,16,25.578875,-33.474415
莫道谗言如浪深,15,28.215773,23.877356
莫言迁客似沙沉,18,19.101925,16.976002
千淘万漉虽辛苦,13,19.08857,46.887566
吹尽狂沙始到金,15,19.11907,46.880203
终日望夫夫不归,3,5.2908993,-25.60331
化为孤石苦相思,3,-28.53105,-9.940084
淡然离言说,8,44.84644,-24.153658
悟悦心自足,8,46.14878,-12.905687
去国魂已游,17,-7.518651,-17.875172
怀人泪空垂,3,-58.01612,-6.482843
孤生易为感,9,-31.106802,-29.714447
失路少所宜,7,-17.419958,28.68071
索寞竟何事,9,-36.30187,-25.772532
徘徊只自知,9,-32.528065,-25.847536
谁为后来者,19,3.1447227,1.1206286
久为簪组累,13,-26.475237,23.326952
幸此南夷谪,18,19.249136,14.723536
长歌楚天碧,16,42.983906,9.433899
蚕丝尽输税,13,-30.292318,31.386944
机抒空倚壁,7,3.109129,6.2502775
公门少推恕,7,-6.060877,35.83982
鞭朴恣狼藉,1,1.1395532,36.868187
努力慎经营,10,-23.83131,36.39419
肌肤真可惜,11,-21.967884,7.730582
迎新在此岁,14,24.743717,-17.72286
唯恐踵前迹,10,-5.6147203,12.712962
欸乃一声山水绿,14,34.014206,-21.320269
岩上无心云相逐,8,41.920376,-21.84375
海天愁思正茫茫,5,-36.524475,-1.8914866
江流曲似九回肠,5,-28.949053,-2.5150728
犹自音书滞一乡,17,-18.258806,-13.512663
零落残魂倍黯然,5,-37.41921,-7.606424
双垂别泪越江边,3,-61.154438,-4.720712
欲知此后相思梦,0,5.851042,-33.82436
孤舟蓑笠翁,9,39.467453,-31.318134
独钓寒江雪,9,39.391167,-30.996141
哀猿何处鸣,5,-46.510666,-3.3371744
孤臣泪已尽,11,-58.2097,3.8637578
宦情羁思共凄凄,5,-43.372505,-17.272133
春半如秋意转迷,5,-40.188602,-12.694995
秋来处处割愁肠,5,-34.268738,1.6464072
散向峰头望故乡,17,-4.000474,-24.2667
才入维扬郡,16,10.141312,-7.2683063
乡关此路遥,17,-7.6938844,-21.901224
客衣今日薄,13,-36.507362,8.692648
寒气近来饶,10,-41.86638,-30.93457
织妇何太忙,13,-31.348087,32.347427
羡他虫豸解缘天,18,24.872786,11.191392
愿官早胜仇早覆,15,35.93559,33.635773
誓不遣官军粮不足,15,34.736546,38.171234
慕诗客,0,24.904018,7.12027
爱僧家,8,43.927216,-22.028238
洗尽古今人不倦,8,39.268093,-3.1467378
将至醉后岂堪夸,18,42.550568,0.80079263
归来如梦复如痴,19,1.0895891,-7.3958097
何暇备言宫里事,18,10.748745,15.5723915
万姓无声泪潜堕,11,-51.145424,12.806132
指似傍人因恸哭,11,-55.716103,8.51872
却出宫门泪相续,11,-58.381596,-0.67121536
我闻此语心骨悲,11,-47.500797,4.0427136
太平谁致乱者谁,1,2.060309,21.458765
莫辞终夜饮,2,51.92046,-1.6321136
朝起又营营,13,-24.375864,24.486546
我是玉皇香案吏,4,30.894144,21.803026
谪居犹得住蓬莱,8,19.454012,15.128601
谢公最小偏怜女,0,20.66817,-34.97265
嫁与黔娄百事乖,13,-21.373268,25.064062
今日俸钱过十万,4,24.225151,29.186527
与君营奠复营斋,11,-42.89335,12.223274
昔日戏言身后意,6,-9.589058,-8.7554865
